Order;PID;MS Zoning;Lot Frontage;Lot Area;Street;Lot Config;Neighborhood;Bldg Type;House Style;Overall Qual;Overall Cond;Year Built;Year Remod/Add;Roof Style;Roof Matl;Exterior 1st;Exterior 2nd;Exter Qual;Foundation;Total Bsmt SF;Heating;Gr Liv Area;Full Bath;Half Bath;Bedroom AbvGr;Kitchen AbvGr;TotRms AbvGrd;Fireplaces;Garage Type;Garage Yr Blt;Garage Cars;Garage Area;Pool Area;Fence;Misc Feature;Misc Val;Mo Sold;Yr Sold;SalePrice;SalePrice_log;Lot Area_log;Total Bsmt SF_log;TotalPorchSF;HouseAge;YearsSinceRemodel;IsRenovated;GrLivArea_m2;LotArea_boxcox;SalePrice_boxcox
1371;903484020;RM;60.0;10320;Pave;Inside;IDOTRR;1Fam;1.5Fin;6;7;1906;1995;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;756.0;GasA;1469;1;0;3;1;7;0;Detchd;1906.0;1.0;216.0;0;MnPrv;NoFeature;0;6;2008;135000;11.813030057420567;9.241839039035554;6.6293632534374485;239;102;13;1;136.47;17.833234147722845;12.362817663265616
1372;904100020;RL;82.0;9488;Pave;Inside;Sawyer;1Fam;1Story;5;6;1947;1993;Gable;CompShg;VinylSd;VinylSd;Gd;CBlock;1046.0;GasA;1054;1;0;3;1;6;0;Detchd;1947.0;1.0;240.0;0;NoFence;NoFeature;0;9;2008;124000;11.728036844587175;9.157783121237507;6.953684210870537;182;61;15;1;97.92;17.556586927682428;12.269822493875036
1373;904100040;RL;55.0;8250;Pave;Inside;Sawyer;1Fam;1Story;5;5;1968;1968;Hip;CompShg;HdBoard;HdBoard;TA;CBlock;952.0;GasA;1211;1;0;3;1;5;1;Attchd;1968.0;1.0;322.0;0;NoFence;NoFeature;0;8;2008;134000;11.805595078933049;9.017968479328726;6.859614903654202;63;40;40;0;112.51;17.103042617688384;12.35468028336025
1374;904100160;RL;115.0;21286;Pave;Inside;Sawyer;1Fam;1.5Fin;5;5;1948;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;720.0;GasA;1271;2;0;4;1;7;1;Attchd;1948.0;1.0;312.0;0;NoFence;NoFeature;0;8;2008;135000;11.813030057420567;9.96580485860099;6.580639137284949;108;60;58;1;118.08;20.34484699138423;12.362817663265616
1375;904101170;RL;80.0;17120;Pave;Inside;ClearCr;1Fam;1.5Fin;4;4;1959;1959;Gable;CompShg;WdShing;Plywood;TA;CBlock;0.0;GasA;1588;2;0;4;1;7;1;Detchd;1991.0;2.0;680.0;0;NoFence;NoFeature;0;7;2008;134432;11.808813773969108;9.748002649695733;0.0;59;49;49;0;147.53;19.56432620629129;12.358202999972253
1376;904351280;RL;62.0;10106;Pave;Inside;Edwards;2fmCon;1.5Fin;5;7;1940;1999;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;644.0;GasA;1355;2;0;4;2;6;0;NoGarage;0.0;0.0;0.0;0;NoFence;NoFeature;0;9;2008;127500;11.755871643580617;9.220884585851854;6.4692503167957724;0;68;9;1;125.88;17.763986247577925;12.300271235437524
1377;905100020;RL;0.0;11235;Pave;Corner;Sawyer;1Fam;SFoyer;5;6;1963;1963;Gable;CompShg;HdBoard;Wd Sdng;TA;CBlock;981.0;GasA;1075;1;0;3;1;6;0;Detchd;1996.0;2.0;440.0;0;MnPrv;NoFeature;0;5;2008;148000;11.904967552746252;9.326789184619429;6.889591308354466;64;45;45;0;99.87;18.11590059374863;12.463478955760811
1378;905102170;RL;70.0;11200;Pave;Inside;Sawyer;1Fam;1Story;5;5;1965;1965;Hip;CompShg;HdBoard;HdBoard;TA;CBlock;1040.0;GasA;1040;1;0;3;1;5;0;Detchd;1965.0;1.0;384.0;0;NoFence;NoFeature;0;2;2008;129500;11.771436160121729;9.323669057283185;6.947937068614969;0;43;43;0;96.62;18.10546346265253;12.317300227087673
1379;905103030;RL;80.0;13014;Pave;Inside;Sawyer;1Fam;SLvl;6;5;1978;1978;Gable;CompShg;HdBoard;Plywood;TA;CBlock;1008.0;GasA;1096;1;0;3;1;6;1;Attchd;1978.0;2.0;484.0;0;NoFence;NoFeature;0;12;2008;157500;11.967180737247824;9.47378098005493;6.9167150203536085;0;30;30;0;101.82;18.612412052616783;12.531635590453874
1380;905104080;RL;69.22;7162;Pave;Inside;Sawyer;1Fam;1Story;5;7;1966;1966;Gable;CompShg;HdBoard;HdBoard;TA;PConc;876.0;GasA;904;1;0;3;1;6;0;Attchd;1966.0;1.0;408.0;0;MnPrv;NoFeature;0;12;2008;109900;11.607326140391713;8.876544550558378;6.776506992372183;0;42;42;0;83.98;16.652555569750568;12.137850893269208
1381;905104110;RL;68.0;10265;Pave;Inside;Sawyer;1Fam;1Story;5;7;1967;2005;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;992.0;GasA;992;1;0;3;1;6;0;Attchd;1967.0;1.0;294.0;0;MnPrv;Shed;600;7;2008;145000;11.884489021402711;9.236495329453033;6.900730664045173;0;41;3;1;92.16;17.815557010309902;12.44105112610666
1382;905104180;RL;57.0;9764;Pave;FR2;Sawyer;1Fam;1Story;5;7;1967;2003;Gable;CompShg;VinylSd;VinylSd;TA;CBlock;894.0;GasA;894;1;0;3;1;5;0;Attchd;1967.0;2.0;450.0;0;NoFence;NoFeature;0;5;2008;130000;11.77528972943772;9.186457431512851;6.796823718274855;0;41;5;1;83.06;17.650622440240504;12.3215166940766
1383;905107280;RL;0.0;7703;Pave;CulDSac;Sawyer;1Fam;SFoyer;6;8;1978;1978;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;450.0;GasA;1034;1;0;3;1;6;1;Basment;1978.0;2.0;504.0;0;GdWo;NoFeature;0;5;2008;153000;11.938193200374572;8.949365142352965;6.111467339502679;0;30;30;0;96.06;16.883485478881802;12.499874736630117
1384;905107380;RL;0.0;9981;Pave;Corner;Sawyer;1Fam;1Story;5;5;1967;1967;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;1073.0;GasA;1073;1;0;3;1;6;0;Attchd;1967.0;1.0;270.0;0;MnPrv;NoFeature;0;3;2008;120000;11.695247021764184;9.208438564686587;6.97914527506881;90;41;41;0;99.68;17.72294490311513;12.233961716702497
1385;905108170;RL;0.0;7400;Pave;CulDSac;Sawyer;1Fam;SFoyer;5;5;1984;1984;Gable;CompShg;VinylSd;VinylSd;TA;PConc;1060.0;GasA;1126;1;0;2;1;5;0;Attchd;1984.0;2.0;506.0;0;NoFence;NoFeature;0;3;2008;152000;11.931635799828413;8.909235279192261;6.966967138613983;0;24;24;0;104.61;16.755955664161988;12.492690947676659
1386;905200090;RL;60.0;12900;Pave;Inside;Sawyer;Duplex;SFoyer;4;4;1969;1969;Gable;CompShg;Plywood;Plywood;TA;CBlock;1198.0;GasA;1258;0;2;0;2;6;0;CarPort;1969.0;2.0;400.0;0;NoFence;NoFeature;0;1;2008;108959;11.598726943661342;9.464982590349763;7.089243155027514;0;39;39;0;116.87;18.58242605305972;12.128454137771923
1387;905200100;RL;60.0;12900;Pave;Inside;Sawyer;2fmCon;1Story;5;4;1920;1950;Gable;CompShg;BrkFace;Stucco;TA;PConc;1300.0;GasA;1140;1;0;3;1;6;0;CarPort;1920.0;2.0;400.0;0;NoFence;NoFeature;0;1;2008;95541;11.467310753709356;9.464982590349763;7.170888478512505;190;88;58;1;105.91;18.58242605305972;11.984926175652078
1388;905200160;RL;69.22;9000;Pave;Inside;Sawyer;1Fam;1Story;5;3;1959;1959;Gable;CompShg;Wd Sdng;Plywood;TA;CBlock;1006.0;GasA;1006;1;0;3;1;5;0;NoGarage;0.0;0.0;0.0;0;NoFence;NoFeature;0;7;2008;80000;11.289781913656018;9.104979856318357;6.914730892718563;24;49;49;0;93.46;17.384332924685225;11.791264468814372
1389;905200510;RL;0.0;8544;Pave;CulDSac;Sawyer;1Fam;1Story;5;6;1966;2006;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;1228.0;GasA;1228;1;1;3;1;6;0;Attchd;1966.0;1.0;271.0;0;MnPrv;NoFeature;0;6;2008;149350;11.914047823644255;9.052984561199976;7.113956109566034;65;42;2;1;114.08;17.21586164705975;12.473424677667046
1390;905201020;RL;94.0;9239;Pave;Inside;Sawyer;1Fam;1Story;5;8;1963;2003;Gable;CompShg;VinylSd;VinylSd;TA;CBlock;960.0;GasA;960;1;0;3;1;6;0;Attchd;1963.0;1.0;300.0;0;NoFence;NoFeature;0;5;2008;144900;11.883799128308773;9.131188933670746;6.8679744089702925;0;45;5;1;89.19;17.46968456523924;12.440295625006645
1391;905201110;RL;88.0;14175;Pave;Inside;Sawyer;1Fam;1Story;6;8;1956;1956;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;988.0;GasA;1188;1;0;1;1;4;1;Attchd;1956.0;2.0;621.0;0;NoFence;NoFeature;0;6;2008;185000;12.128111104060462;9.559235128595953;6.8966943316227125;320;52;52;0;110.37;18.905434470891986;12.708090655841389
1392;905201120;RL;69.22;13284;Pave;Inside;Sawyer;1Fam;1Story;5;5;1954;1954;Gable;CompShg;Wd Sdng;Plywood;TA;PConc;1383.0;GasA;1383;1;0;3;1;6;1;Attchd;1954.0;1.0;354.0;0;GdPrv;NoFeature;0;6;2008;165000;12.013700752882718;9.494315582496638;7.232733136177615;116;54;54;0;128.48;18.68252956780427;12.582621015517095
1393;905202230;RL;69.22;13500;Pave;Inside;ClearCr;1Fam;1Story;6;7;1960;1975;Flat;CompShg;BrkFace;Plywood;TA;CBlock;1602.0;GasA;1252;1;0;1;1;4;1;Attchd;1960.0;2.0;564.0;0;NoFence;NoFeature;0;3;2008;235000;12.367340793126296;9.51044496442652;7.3796321526095525;0;48;33;1;116.31;18.737735888430098;12.970799968858863
1394;905225040;RL;85.0;13825;Pave;Inside;Sawyer;1Fam;SLvl;5;6;1958;1987;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;533.0;GasA;1601;1;0;3;1;6;0;BuiltIn;1958.0;1.0;300.0;0;NoFence;NoFeature;0;12;2008;140000;11.84939770159144;9.534233826390535;6.280395838960195;34;50;21;1;148.74;18.81936916861988;12.402627716189974
1395;905226030;RL;60.0;10200;Pave;Inside;Sawyer;1Fam;1Story;5;8;1940;1997;Gable;CompShg;Wd Sdng;Wd Sdng;TA;PConc;672.0;GasA;672;1;0;2;1;4;0;Detchd;1940.0;1.0;240.0;0;GdPrv;NoFeature;0;8;2008;108000;11.589886506106357;9.230142999272362;6.511745329644728;0;68;11;1;62.43;17.794559234636907;12.118794410731935
1396;905226110;RL;0.0;10532;Pave;Corner;ClearCr;1Fam;1Story;5;3;1960;1960;Flat;Tar&Grv;Plywood;Plywood;TA;CBlock;988.0;GasA;1721;2;0;3;1;7;2;Basment;1960.0;2.0;626.0;0;NoFence;NoFeature;0;12;2008;145000;11.884489021402711;9.2621735206162;6.8966943316227125;84;48;48;0;159.89;17.90061311108134;12.44105112610666
1397;905227050;RL;63.0;8375;Pave;Corner;Sawyer;1Fam;1.5Fin;5;7;1941;1973;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;576.0;GasA;1350;1;1;2;1;6;0;2Types;1973.0;3.0;627.0;0;MnPrv;NoFeature;0;6;2008;152400;11.934263922234683;9.033006356693267;6.3578422665081;0;67;35;1;125.42;17.151430799446274;12.49557007531861
1398;905300020;RL;69.22;10200;Pave;Inside;Sawyer;1Fam;SLvl;5;8;1970;1970;Hip;CompShg;HdBoard;HdBoard;TA;PConc;864.0;GasA;904;1;0;3;1;5;0;2Types;1979.0;3.0;912.0;0;MnPrv;NoFeature;0;6;2008;144000;11.877568578558138;9.230142999272362;6.762729506931879;0;38;38;0;83.98;17.794559234636907;12.43347273791595
1399;905351089;RL;69.22;2887;Pave;Inside;ClearCr;1Fam;1Story;6;5;1996;1997;Gable;CompShg;Wd Sdng;Wd Sdng;TA;PConc;1291.0;GasA;1291;1;0;2;1;6;1;Attchd;1996.0;2.0;431.0;0;NoFence;NoFeature;0;11;2008;173000;12.061046873479915;7.967973179662935;7.163946684342547;0;12;11;1;119.94;13.947106731603917;12.63453046248918
1400;905352030;RL;83.0;10005;Pave;Inside;ClearCr;1Fam;2Story;7;5;1977;1977;Hip;CompShg;Plywood;Plywood;TA;CBlock;1160.0;GasA;2022;2;1;4;1;8;1;Attchd;1977.0;2.0;505.0;0;NoFence;NoFeature;0;3;2008;192000;12.165250651009918;9.210840247017833;7.057036981697891;117;31;31;0;187.85;17.730859415039077;12.74884383402707
1401;905352070;RL;82.0;20270;Pave;CulDSac;ClearCr;1Fam;1Story;7;6;1979;1979;Gable;CompShg;Plywood;Plywood;TA;CBlock;1524.0;GasA;1524;2;0;3;1;7;2;Attchd;1979.0;2.0;478.0;0;NoFence;NoFeature;0;4;2008;245000;12.409013489526863;9.916897239446046;7.329749689041512;0;29;29;0;141.58;20.16765912352654;13.016611858938306
1402;905401045;RL;73.0;39104;Pave;CulDSac;ClearCr;1Fam;1Story;7;7;1954;2005;Flat;Membran;Plywood;Plywood;TA;CBlock;1385.0;GasA;1363;1;0;2;1;5;2;Attchd;1954.0;2.0;439.0;0;NoFence;NoFeature;0;4;2008;241500;12.394624752074764;10.573980042531268;7.234177179749849;0;54;3;1;126.63;22.64455836796377;13.000792292253285
1403;905401060;RL;0.0;53227;Pave;CulDSac;ClearCr;1Fam;1Story;4;6;1954;1994;Flat;Tar&Grv;Plywood;Plywood;TA;CBlock;1364.0;GasA;1663;1;0;2;1;6;2;Attchd;1954.0;2.0;529.0;0;NoFence;NoFeature;0;3;2008;256000;12.4529327234617;10.882321065382621;7.21890970761906;137;54;14;1;154.5;23.881539126057554;13.064909224206202
1404;905402090;RL;124.0;11512;Pave;Corner;Edwards;1Fam;SLvl;6;7;1959;2006;Gable;CompShg;Plywood;Plywood;TA;CBlock;1019.0;GasA;1357;1;0;2;1;5;1;Basment;1959.0;1.0;312.0;0;GdPrv;NoFeature;0;5;2008;177000;12.083905011555967;9.351145248567203;6.927557906278317;163;49;2;1;126.07;18.197519105444798;12.659598445115547
1405;905403060;RL;50.0;5190;Pave;Inside;Edwards;1Fam;1.5Fin;7;5;1948;1950;Gable;CompShg;BrkFace;Plywood;TA;CBlock;570.0;GasA;1079;1;0;2;1;5;1;Attchd;1948.0;1.0;249.0;0;NoFence;NoFeature;0;1;2008;125600;11.740857533016236;8.554488976159934;6.3473892096560105;0;60;58;1;100.24;15.656958443968517;12.283846357566643
1406;905403150;RL;85.0;10452;Pave;Inside;Edwards;1Fam;1Story;6;5;1953;1953;Hip;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;1094.0;GasA;1094;1;0;3;1;5;2;Attchd;1953.0;2.0;495.0;0;NoFence;NoFeature;0;6;2008;155000;11.951180395901384;9.254548626640503;6.9985096422506015;287;55;55;0;101.64;17.87532698572913;12.514103582468735
1407;905425125;RL;75.0;45600;Pave;Inside;ClearCr;1Fam;1.5Fin;6;8;1908;1997;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;907.0;GasA;2358;3;0;5;1;10;1;Detchd;1908.0;2.0;360.0;0;NoFence;NoFeature;0;9;2008;240000;12.388394202324129;10.727662995502477;6.811244378601294;215;100;11;1;219.07;23.25491970562825;12.993942710759493
1408;905426030;RL;85.0;19550;Pave;Inside;Edwards;1Fam;1Story;5;7;1940;2007;Flat;Tar&Grv;PreCast;PreCast;TA;PConc;1580.0;GasA;1518;1;0;2;1;5;2;NoGarage;0.0;0.0;0.0;0;NoFence;NoFeature;0;1;2008;260000;12.468436909997665;9.880730565413511;7.365812837209472;39;68;1;1;141.03;20.037350365260256;13.081962833315906
1409;905427050;RL;66.0;21780;Pave;Inside;Edwards;1Fam;1.5Fin;6;7;1918;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;1163.0;GasA;1674;2;0;4;1;8;1;Detchd;1955.0;2.0;396.0;0;NoFence;NoFeature;0;7;2008;185000;12.128111104060462;9.988747396486952;7.059617628291383;180;90;58;1;155.52;20.428353171210446;12.708090655841389
1410;905427070;RL;120.0;13728;Pave;Corner;Edwards;1Fam;2Story;6;7;1935;1986;Hip;CompShg;Stucco;Stucco;TA;CBlock;1127.0;GasA;2108;2;0;4;1;7;2;Basment;1935.0;2.0;540.0;0;NoFence;NoFeature;0;7;2008;235000;12.367340793126296;9.527192821727743;7.028201432058005;90;73;22;1;195.84;18.795181223831953;12.970799968858863
1411;905451330;RL;68.0;9571;Pave;Inside;Edwards;1Fam;1Story;5;6;1956;1956;Hip;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;1509.0;GasA;1509;1;0;3;1;6;1;Attchd;1956.0;1.0;322.0;0;MnPrv;NoFeature;0;7;2008;159900;11.982303898822046;9.166492972195906;7.31986492980897;576;52;52;0;140.19;17.58511339925635;12.548208420105183
1412;905452070;RL;50.0;9350;Pave;Inside;Edwards;Duplex;SFoyer;5;5;1975;1975;Gable;CompShg;HdBoard;HdBoard;TA;PConc;864.0;GasA;864;1;0;2;1;4;0;NoGarage;0.0;0.0;0.0;0;NoFence;NoFeature;0;4;2008;99600;11.50891744357269;9.143131622282732;6.762729506931879;0;33;33;0;80.27;17.50867291252819;12.03035188522285
1413;905452120;RL;50.0;9360;Pave;Corner;Edwards;1Fam;2Story;6;8;1962;2001;Gable;CompShg;VinylSd;VinylSd;Gd;CBlock;621.0;GasA;1269;1;1;3;1;7;0;Detchd;1962.0;1.0;280.0;0;GdWo;NoFeature;0;11;2008;134500;11.809319478024031;9.144200569471638;6.432940092739179;236;46;7;1;117.89;17.512165560232095;12.358756478140947
1414;905476120;RL;50.0;8405;Pave;Inside;Edwards;1Fam;1.5Fin;5;8;1900;1950;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;861.0;GasA;1367;1;0;4;1;7;0;Detchd;1978.0;1.0;384.0;0;MnPrv;NoFeature;0;4;2008;119000;11.686878772093667;9.036582045842716;6.759255270663693;242;108;58;1;127.0;17.162950357768906;12.224811172220752
1415;905477050;RL;70.0;7000;Pave;Inside;Edwards;2fmCon;2Story;5;7;1910;1991;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;1117.0;GasA;1347;1;0;3;1;5;0;NoGarage;0.0;0.0;0.0;0;NoFence;NoFeature;0;1;2008;107500;11.585246126549855;8.85366542803745;7.0192966537150445;148;98;17;1;125.14;16.58044929907979;12.113724244231944
1416;905479110;RL;68.0;10880;Pave;Inside;Edwards;2fmCon;1Story;5;5;1950;1950;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;1164.0;GasW;1164;1;0;3;1;5;0;Detchd;1950.0;1.0;240.0;0;NoFence;NoFeature;0;8;2008;125000;11.736069016284437;9.294681520409934;7.060476365999801;48;58;58;0;108.14;18.00869862083853;12.278608295047272
1417;905480150;RL;60.0;9600;Pave;Corner;Edwards;1Fam;1.5Fin;6;5;1924;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;572.0;Grav;1096;1;0;2;1;5;0;NoGarage;0.0;0.0;0.0;0;NoFence;NoFeature;0;4;2008;79000;11.27720313144916;9.169518377455928;6.35088571671474;136;84;58;1;101.82;17.595029726268677;11.77755256235114
1418;905480240;RL;60.0;9084;Pave;Inside;Edwards;1Fam;1.5Fin;5;6;1941;1950;Gable;CompShg;VinylSd;VinylSd;TA;CBlock;616.0;GasA;1111;1;0;3;1;5;0;Detchd;1941.0;1.0;200.0;0;NoFence;NoFeature;0;3;2008;95000;11.461632170582678;9.114269903225448;6.424869023905388;0;67;58;1;103.22;17.414553459109232;11.978727483752891
1419;906204150;RL;86.0;11839;Pave;Inside;SawyerW;1Fam;2Story;7;5;1990;1990;Hip;CompShg;HdBoard;HdBoard;TA;PConc;1475.0;GasA;2329;2;1;4;1;10;1;Attchd;1990.0;2.0;514.0;0;NoFence;NoFeature;0;5;2008;262280;12.477167914377556;9.379154445411636;7.297091005160418;121;18;18;0;216.37;18.291698235036165;13.091567266808182
1420;906204280;RL;0.0;9771;Pave;Corner;SawyerW;1Fam;2Story;6;5;1995;2002;Gable;CompShg;HdBoard;HdBoard;Gd;PConc;1077.0;GasA;2814;2;1;4;1;9;1;BuiltIn;1995.0;2.0;614.0;0;GdPrv;NoFeature;0;6;2008;260000;12.468436909997665;9.187174093944343;6.982862751468942;248;13;6;1;261.43;17.652977162629057;13.081962833315906
1421;906223110;RL;80.0;9938;Pave;Inside;SawyerW;1Fam;1Story;7;5;1994;1994;Gable;CompShg;HdBoard;HdBoard;Gd;PConc;1602.0;GasA;1626;2;1;3;1;7;1;Attchd;1994.0;2.0;534.0;0;NoFence;NoFeature;0;4;2008;226500;12.330500223905226;9.204121072162266;7.3796321526095525;40;14;14;0;151.06;17.708723211902804;12.930312314745013
1422;906223140;RL;0.0;14171;Pave;CulDSac;SawyerW;1Fam;2Story;7;5;1993;1994;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;812.0;GasA;2200;2;1;4;1;9;1;Attchd;1993.0;2.0;453.0;0;NoFence;NoFeature;0;12;2008;225000;12.323855681186558;9.55895290182487;6.70073110954781;98;15;14;1;204.39;18.904461368520867;12.923011199606774
1423;906223220;RL;85.0;10541;Pave;Corner;SawyerW;1Fam;SLvl;7;5;1996;1996;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;672.0;GasA;2037;2;1;3;1;8;1;Attchd;1996.0;2.0;472.0;0;NoFence;NoFeature;0;2;2008;229000;12.341477282536376;9.26302769425519;6.511745329644728;33;12;12;0;189.24;17.903447327676073;12.94237487049891
1424;906378190;RL;65.0;10616;Pave;Inside;CollgCr;1Fam;2Story;7;5;2007;2007;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;628.0;GasA;1356;2;1;3;1;6;1;BuiltIn;2007.0;2.0;484.0;0;NoFence;NoFeature;0;3;2008;177439;12.086382166860469;9.270117576012044;6.444131256700441;24;1;1;0;125.98;17.926984226926713;12.662315346171107
1425;906380030;RL;65.0;9345;Pave;Inside;CollgCr;1Fam;1Story;8;5;2007;2007;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1615.0;GasA;1615;2;0;3;1;7;1;Attchd;2007.0;3.0;864.0;0;NoFence;NoFeature;0;5;2008;248500;12.423198124518821;9.142596719889664;7.38770923908104;30;1;1;0;150.04;17.506925369105147;13.032208730269668
1426;906412010;RL;91.0;11778;Pave;Inside;CollgCr;1Fam;1Story;9;5;2008;2008;Hip;CompShg;VinylSd;VinylSd;Gd;PConc;2271.0;GasA;2276;2;0;3;1;7;2;Attchd;2008.0;3.0;1348.0;0;NoFence;NoFeature;0;6;2008;475000;13.071070083016778;9.373988663504516;7.7284157798410416;325;0;0;0;211.45;18.27430292559005;13.74638909864777
1427;906412050;RL;91.0;11778;Pave;Inside;CollgCr;1Fam;1Story;9;5;2008;2008;Hip;CompShg;VinylSd;VinylSd;Ex;PConc;1751.0;GasA;1766;2;1;3;1;8;2;Attchd;2008.0;3.0;874.0;0;NoFence;NoFeature;0;12;2008;395039;12.886739773186576;9.373988663504516;7.468513271496337;36;0;0;0;164.07;18.27430292559005;13.542832816918395
1428;906420130;RL;59.0;11228;Pave;CulDSac;SawyerW;1Fam;2Story;7;5;1993;1993;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1080.0;GasA;2097;2;1;3;1;9;1;Attchd;1993.0;3.0;678.0;0;NoFence;NoFeature;0;12;2008;228000;12.337100907936577;9.326165937481774;6.985641817639208;187;15;15;0;194.82;18.113815434078724;12.937565604537713
1429;906424010;RL;0.0;11454;Pave;Corner;SawyerW;1Fam;SLvl;8;5;1995;1995;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1401.0;GasA;1511;2;0;3;1;6;1;Attchd;1995.0;3.0;811.0;0;NoFence;NoFeature;0;2;2008;225000;12.323855681186558;9.346094292953802;7.2456550675945355;42;13;13;0;140.38;18.180571912987173;12.923011199606774
1430;906475100;RL;0.0;11500;Pave;CulDSac;ClearCr;1Fam;1Story;6;6;1966;1966;Flat;Tar&Grv;Plywood;Plywood;TA;CBlock;1182.0;GasA;1643;2;0;2;1;6;1;Attchd;1966.0;2.0;438.0;0;NoFence;NoFeature;0;3;2008;195000;12.180754837545884;9.350102314351341;7.075808863978387;0;42;42;0;152.64;18.19401889775778;12.765859981839172
1431;906476030;RL;79.0;12798;Pave;Inside;ClearCr;1Fam;2Story;6;5;1997;1997;Gable;CompShg;VinylSd;VinylSd;TA;PConc;616.0;GasA;1688;2;1;4;1;8;0;Attchd;1997.0;2.0;603.0;0;NoFence;Shed;400;5;2008;200000;12.206072645530174;9.457044187699406;6.424869023905388;299;11;11;0;156.82;18.55540029688927;12.793651106846713
1432;907126030;RL;65.0;9750;Pave;Inside;CollgCr;1Fam;1Story;5;7;1994;1994;Gable;CompShg;VinylSd;VinylSd;TA;PConc;990.0;GasA;990;1;0;3;1;5;0;Detchd;1997.0;2.0;528.0;0;NoFence;NoFeature;0;8;2008;155000;11.951180395901384;9.185022563991893;6.898714534329988;0;14;14;0;91.97;17.64590858345463;12.514103582468735
1433;907135020;RL;75.0;9525;Pave;Inside;CollgCr;1Fam;1Story;5;6;1995;2006;Gable;CompShg;VinylSd;VinylSd;TA;PConc;1099.0;GasA;1099;1;1;3;1;6;0;Attchd;1999.0;1.0;352.0;0;NoFence;NoFeature;0;6;2008;144000;11.877568578558138;9.161675199994901;7.003065458786462;0;13;2;1;102.1;17.569330273543933;12.43347273791595
1434;907135260;RL;57.0;9245;Pave;Inside;CollgCr;1Fam;1Story;5;5;1994;1995;Gable;CompShg;VinylSd;VinylSd;TA;PConc;990.0;GasA;990;1;0;3;1;5;0;Detchd;1996.0;2.0;672.0;0;NoFence;NoFeature;0;2;2008;145000;11.884489021402711;9.131838143821225;6.898714534329988;0;14;13;1;91.97;17.471802440748103;12.44105112610666
1435;907175080;RL;69.22;8696;Pave;Inside;CollgCr;1Fam;1Story;7;5;1997;1998;Gable;CompShg;VinylSd;VinylSd;TA;PConc;1418.0;GasA;1418;2;0;3;1;5;1;Attchd;1997.0;2.0;558.0;0;NoFence;NoFeature;0;5;2008;226001;12.328294703023394;9.070618428801046;7.257707677160043;110;11;10;1;131.74;17.27287052665128;12.927888816878308
1436;907176010;RL;0.0;13142;Pave;Corner;CollgCr;1Fam;2Story;6;5;1997;1997;Gable;CompShg;VinylSd;VinylSd;TA;PConc;864.0;GasA;1771;2;1;3;1;6;0;Attchd;1997.0;2.0;600.0;0;NoFence;NoFeature;0;7;2008;215700;12.281643832377247;9.483568487457813;6.762729506931879;96;11;11;0;164.53;18.64580925118102;12.87663689847374
1437;907181120;RL;68.0;8998;Pave;Inside;CollgCr;1Fam;2Story;7;5;2000;2000;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;782.0;GasA;1652;2;1;3;1;6;0;Attchd;2000.0;2.0;532.0;0;NoFence;NoFeature;0;6;2008;207500;12.24288661865289;9.104757609401117;6.663132695990803;70;8;8;0;153.48;17.38361040033418;12.834071064205737
1438;907181140;RL;68.0;9179;Pave;Inside;CollgCr;1Fam;2Story;7;5;1999;1999;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;873.0;GasA;1790;2;1;3;1;7;0;Attchd;1999.0;2.0;588.0;0;NoFence;NoFeature;0;6;2008;193000;12.170445467887022;9.12467354521909;6.773080375655535;88;9;9;0;166.3;17.448439699008542;12.754545022448967
1439;907187030;RL;57.0;8924;Pave;CulDSac;CollgCr;1Fam;2Story;7;5;1998;1999;Gable;CompShg;VinylSd;VinylSd;TA;PConc;880.0;GasA;1724;2;1;3;1;8;0;Attchd;1998.0;2.0;527.0;0;NoFence;NoFeature;0;7;2008;188000;12.144197241812087;9.096499555552423;6.78105762593618;155;10;9;1;160.16;17.356778216102576;12.725740534220071
