Order;PID;MS Zoning;Lot Frontage;Lot Area;Street;Lot Config;Neighborhood;Bldg Type;House Style;Overall Qual;Overall Cond;Year Built;Year Remod/Add;Roof Style;Roof Matl;Exterior 1st;Exterior 2nd;Exter Qual;Foundation;Total Bsmt SF;Heating;1st Flr SF;2nd Flr SF;Gr Liv Area;Full Bath;Half Bath;Bedroom AbvGr;Kitchen AbvGr;TotRms AbvGrd;Fireplaces;Garage Type;Garage Yr Blt;Garage Cars;Garage Area;Open Porch SF;Enclosed Porch;3Ssn Porch;Screen Porch;Pool Area;Fence;Misc Feature;Misc Val;Mo Sold;Yr Sold;SalePrice
1316;902306130;RM;60.0;9600;Pave;Inside;OldTown;1Fam;2Story;7;9;1928;2005;Gambrel;CompShg;MetalSd;MetalSd;TA;BrkTil;689.0;GasA;689;689;1378;2;0;3;1;7;1;Detchd;1928.0;2.0;360.0;0;116;0;0;0;;;0;10;2008;161000
1317;902326060;RM;60.0;10800;Pave;Inside;OldTown;2fmCon;1.5Fin;6;7;1905;2000;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;482.0;GasA;1221;691;1912;2;0;3;2;7;1;Detchd;2003.0;2.0;672.0;25;212;0;0;0;;;0;4;2008;163000
1318;902328040;RM;35.0;6300;Pave;Inside;OldTown;1Fam;2.5Unf;6;6;1914;2001;Gable;CompShg;Wd Sdng;Wd Shng;TA;CBlock;742.0;GasA;742;742;1484;2;0;3;1;9;1;;;0.0;0.0;291;134;0;0;0;;;0;6;2008;128000
1319;902330010;RM;50.0;5250;Pave;Inside;OldTown;1Fam;2Story;8;5;1872;1987;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;684.0;OthW;938;1215;2358;2;0;4;1;8;0;;;0.0;0.0;54;20;0;0;0;;;0;12;2008;122000
1320;902401010;RM;;5700;Pave;Inside;OldTown;1Fam;1.5Fin;7;7;1926;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;PConc;572.0;GasA;572;539;1111;1;0;2;1;5;1;Detchd;1982.0;1.0;288.0;0;176;0;0;0;;;0;8;2008;116900
1321;902401120;RM;75.0;13500;Pave;Inside;OldTown;1Fam;2.5Unf;10;9;1893;2000;Gable;CompShg;Wd Sdng;Wd Sdng;Ex;BrkTil;1237.0;GasA;1521;1254;2775;3;1;3;1;9;1;Detchd;1988.0;2.0;880.0;502;0;0;0;0;;;0;7;2008;325000
1322;902402260;RM;60.0;11340;Pave;Inside;OldTown;1Fam;2Story;2;1;1920;1950;Gable;CompShg;AsbShng;AsbShng;Fa;BrkTil;723.0;GasA;723;363;1086;1;0;2;1;5;0;Detchd;1920.0;2.0;400.0;24;144;0;0;0;;;0;11;2008;55000
1323;902405070;RM;60.0;10800;Pave;Inside;OldTown;1Fam;2Story;7;7;1890;1999;Gable;CompShg;Wd Sdng;Wd Shng;TA;BrkTil;1313.0;GasW;1313;1182;2495;2;0;5;1;10;1;Detchd;1950.0;2.0;342.0;299;0;0;0;0;;;0;12;2008;184000
1324;902406020;RM;65.0;9750;Pave;Inside;OldTown;1Fam;1Story;5;6;1959;1959;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;984.0;GasA;984;0;984;1;0;2;1;5;0;Detchd;1959.0;1.0;308.0;0;0;0;0;0;;;0;6;2008;110000
1325;902406090;RM;81.0;12150;Pave;Inside;OldTown;1Fam;1.5Fin;5;5;1954;1954;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;1050.0;GasA;1050;745;1795;2;0;4;1;7;0;Attchd;1954.0;1.0;352.0;0;0;0;0;0;;;0;11;2008;131500
1326;902427045;RM;70.0;12702;Pave;Inside;OldTown;1Fam;1Story;5;5;1956;1956;Gable;CompShg;BrkFace;BrkFace;TA;PConc;0.0;GasA;882;0;882;1;0;2;1;4;0;Detchd;1956.0;1.0;308.0;45;0;0;0;0;;;0;12;2008;97000
1327;902427150;RM;52.0;8516;Pave;Inside;OldTown;1Fam;1Story;4;6;1958;2006;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;869.0;GasA;1093;0;1093;1;0;2;1;5;0;Detchd;1959.0;1.0;308.0;0;0;0;0;0;;;0;5;2008;115500
1328;903201030;RL;55.0;7111;Pave;Inside;BrkSide;1Fam;1Story;5;7;1928;1983;Gable;CompShg;WdShing;Wd Shng;Gd;BrkTil;1008.0;GasA;1143;0;1143;1;0;2;1;5;1;Detchd;1992.0;1.0;288.0;0;0;0;0;0;GdPrv;;0;7;2008;138000
1329;903204010;RM;;7425;Pave;Corner;BrkSide;1Fam;1.5Fin;7;7;1945;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;672.0;GasA;1195;473;1668;1;1;3;1;8;0;Attchd;1945.0;1.0;252.0;0;0;0;0;0;;;0;8;2008;108000
1330;903204095;RM;50.0;9100;Pave;Inside;BrkSide;1Fam;1Story;5;6;1930;1960;Gable;CompShg;VinylSd;VinylSd;TA;BrkTil;742.0;GasA;779;0;935;1;0;2;1;4;0;Detchd;1988.0;1.0;308.0;0;0;0;0;0;;Shed;600;8;2008;79500
1331;903206070;RL;;7010;Pave;Inside;BrkSide;1Fam;1.5Fin;5;5;1935;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;1024.0;GasA;1144;594;1738;2;0;3;1;6;1;Detchd;1950.0;1.0;240.0;30;0;0;0;0;;;0;7;2008;153000
1332;903225050;RM;50.0;6130;Pave;Inside;BrkSide;1Fam;1.5Unf;5;6;1924;1950;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;784.0;GasA;784;0;784;1;0;2;1;5;0;;;0.0;0.0;0;116;0;0;0;;;0;5;2008;109500
1333;903225140;RM;50.0;5000;Pave;Inside;BrkSide;1Fam;1.5Fin;5;7;1941;2006;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;672.0;GasA;832;378;1210;1;0;3;1;6;0;Detchd;1941.0;1.0;240.0;0;0;0;0;0;;;0;5;2008;124000
1334;903225160;RM;59.0;5870;Pave;Corner;BrkSide;1Fam;2Story;6;9;1900;2000;Gable;CompShg;HdBoard;HdBoard;TA;BrkTil;554.0;GasA;736;554;1290;1;1;3;1;6;0;Detchd;1926.0;1.0;200.0;112;0;0;0;0;MnPrv;Shed;400;4;2008;106900
1335;903226060;RM;50.0;6000;Pave;Inside;BrkSide;1Fam;1.5Fin;6;7;1940;1989;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;981.0;GasA;1014;658;1672;1;1;3;1;6;1;Detchd;1940.0;1.0;240.0;11;0;0;0;0;GdPrv;;0;7;2008;164900
1336;903226150;RM;50.0;6000;Pave;Inside;BrkSide;1Fam;1Story;5;7;1924;2003;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;949.0;GasA;949;0;949;1;0;2;1;5;1;Detchd;1924.0;2.0;370.0;0;48;0;0;0;;;0;7;2008;119000
1337;903227080;RM;50.0;6000;Pave;Corner;BrkSide;1Fam;1.5Fin;6;7;1929;1950;Gable;CompShg;WdShing;Wd Shng;TA;BrkTil;862.0;GasA;950;208;1158;1;0;3;1;5;1;BuiltIn;1929.0;1.0;208.0;0;112;0;0;0;;;0;7;2008;120000
1338;903228040;RM;50.0;6000;Pave;Inside;BrkSide;1Fam;1.5Fin;6;7;1937;2000;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;825.0;GasA;825;672;1497;2;0;3;1;5;0;Detchd;2004.0;1.0;672.0;0;0;0;0;0;GdPrv;;0;5;2008;157000
1339;903228060;RM;50.0;6000;Pave;Inside;BrkSide;1Fam;1.5Fin;6;5;1939;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;739.0;GasA;874;468;1342;2;0;2;2;7;1;Detchd;1939.0;1.0;240.0;0;0;0;0;0;;;0;4;2008;105000
1340;903228090;RM;50.0;5000;Pave;Inside;BrkSide;1Fam;1.5Unf;6;7;1926;1950;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;992.0;GasA;1013;0;1013;1;0;3;1;6;0;Detchd;1926.0;1.0;160.0;0;101;0;0;0;;;0;4;2008;113000
1341;903230110;RM;60.0;5520;Pave;FR2;BrkSide;1Fam;1.5Fin;5;7;1920;1997;Gable;CompShg;AsbShng;AsbShng;TA;BrkTil;565.0;GasA;565;651;1216;1;0;3;1;6;1;BuiltIn;1920.0;1.0;355.0;0;180;0;0;0;MnPrv;;0;4;2008;115000
1342;903230120;RM;99.0;5940;Pave;FR3;BrkSide;1Fam;1Story;4;7;1946;1950;Gable;CompShg;MetalSd;CBlock;TA;PConc;;GasA;896;0;896;1;0;2;1;4;0;Detchd;1946.0;1.0;280.0;0;0;0;0;0;MnPrv;;0;4;2008;79000
1343;903231080;RM;52.0;6240;Pave;Inside;BrkSide;1Fam;1.5Fin;4;7;1929;1950;Gable;CompShg;MetalSd;MetalSd;TA;PConc;704.0;GasA;624;512;1136;1;0;2;1;6;0;Detchd;1990.0;1.0;336.0;365;80;0;0;0;;;0;8;2008;123000
1344;903232030;RM;;6120;Pave;Inside;BrkSide;1Fam;1Story;5;6;1945;1995;Gable;CompShg;Plywood;Plywood;TA;CBlock;0.0;GasA;808;0;808;1;0;1;1;6;0;Attchd;1925.0;1.0;164.0;48;0;0;0;0;;;0;6;2008;81300
1345;903232090;RM;52.0;6240;Pave;Inside;BrkSide;1Fam;1.5Fin;5;7;1930;1992;Gable;CompShg;MetalSd;MetalSd;TA;PConc;1078.0;GasA;1128;445;1573;2;0;3;1;8;1;Detchd;1930.0;2.0;360.0;0;0;0;0;0;;;0;6;2008;162900
1346;903233080;RM;52.0;6240;Pave;Inside;BrkSide;1Fam;1.5Fin;7;5;1939;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;989.0;GasA;1245;764;2009;2;0;4;1;7;1;Detchd;1939.0;2.0;400.0;20;0;0;0;0;MnPrv;;0;1;2008;150000
1347;903234090;RM;51.0;6120;Pave;Inside;OldTown;1Fam;2Story;5;5;1923;1950;Gambrel;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;1100.0;GasA;1226;676;1902;2;0;4;1;7;0;Detchd;1960.0;2.0;576.0;139;55;0;0;0;;;0;10;2008;123500
1348;903234100;RM;51.0;6120;Pave;Inside;OldTown;1Fam;1.5Fin;7;5;1931;1950;Gable;CompShg;BrkFace;Wd Shng;TA;BrkTil;952.0;GasA;1022;752;1774;2;0;2;2;8;2;Detchd;1931.0;2.0;468.0;0;205;0;0;0;;;0;4;2008;129900
1349;903235010;RM;60.0;6155;Pave;FR3;BrkSide;1Fam;2Story;6;8;1920;1999;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;611.0;GasA;751;611;1362;2;0;3;1;6;0;Detchd;1920.0;2.0;502.0;0;84;0;0;0;;;0;6;2008;128000
1350;903235100;RM;60.0;6324;Pave;Inside;BrkSide;1Fam;1Story;4;6;1927;1950;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;520.0;GasA;520;0;520;1;0;1;1;4;0;Detchd;1920.0;1.0;240.0;0;87;0;0;0;;;0;5;2008;68500
1351;903236010;RM;50.0;8635;Pave;Inside;BrkSide;1Fam;1.5Fin;5;5;1948;2001;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;672.0;GasA;1072;213;1285;1;0;2;1;6;0;Detchd;1948.0;1.0;240.0;0;0;0;0;0;MnPrv;;0;1;2008;127000
1352;903400180;RL;64.0;13053;Pave;Inside;BrkSide;1Fam;1.5Fin;6;7;1923;2000;Gambrel;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;833.0;GasA;1053;795;1848;1;1;4;1;8;1;Detchd;1922.0;2.0;370.0;0;0;0;220;0;;;0;6;2008;207000
1353;903401020;RL;60.0;9120;Pave;Inside;BrkSide;1Fam;1.5Fin;7;6;1925;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;PConc;1026.0;GasA;1133;687;1820;2;0;4;1;8;0;Detchd;1925.0;1.0;240.0;100;0;0;0;0;GdPrv;;0;6;2008;184000
1354;903401030;RL;60.0;9144;Pave;Inside;BrkSide;1Fam;1.5Fin;6;4;1915;2004;Gable;CompShg;VinylSd;VinylSd;TA;BrkTil;810.0;GasA;1170;546;1716;2;0;4;1;8;0;Detchd;1970.0;2.0;672.0;195;0;0;0;0;;;0;3;2008;162500
1355;903401050;RL;;9144;Pave;Inside;BrkSide;1Fam;1.5Fin;5;5;1940;1982;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;883.0;GasA;988;517;1505;1;0;3;1;8;0;Detchd;1940.0;1.0;240.0;0;0;0;0;0;;;0;7;2008;145000
1356;903425420;RL;55.0;10267;Pave;Inside;BrkSide;1Fam;1Story;6;7;1918;2000;Gable;CompShg;Stucco;Wd Shng;TA;BrkTil;816.0;GasA;838;0;838;1;0;2;1;5;0;Detchd;1961.0;1.0;275.0;0;112;0;0;0;MnWw;;0;5;2008;130000
1357;903426160;RM;57.0;8094;Pave;Inside;OldTown;2fmCon;2.5Unf;6;8;1910;1983;Gable;CompShg;Wd Sdng;Wd Sdng;TA;PConc;1242.0;GasA;1242;742;1984;2;0;5;1;8;0;Detchd;;1.0;360.0;0;180;0;0;0;MnPrv;Shed;1000;9;2008;160000
1358;903427090;RM;;5100;Pave;Inside;OldTown;1Fam;2Story;8;7;1925;1996;Hip;CompShg;Stucco;Wd Shng;TA;PConc;588.0;GasA;833;833;1666;1;0;3;1;7;1;Detchd;1925.0;1.0;228.0;63;0;0;0;0;MnPrv;;0;6;2008;161000
1359;903429010;RM;63.0;4347;Pave;Inside;OldTown;1Fam;1.5Fin;6;8;1910;1950;Gambrel;CompShg;MetalSd;MetalSd;Gd;BrkTil;796.0;GasA;825;784;1609;1;0;3;1;7;0;Detchd;1910.0;1.0;228.0;182;0;0;0;0;;;0;6;2008;127500
1360;903452025;RM;;6291;Grvl;Inside;IDOTRR;1Fam;1Story;6;6;1930;1950;Gable;CompShg;Stucco;Wd Shng;Gd;BrkTil;768.0;GasA;768;0;768;1;0;1;1;4;0;Detchd;1930.0;2.0;440.0;0;84;0;0;0;;;0;7;2008;93850
1361;903453050;RM;60.0;10266;Pave;Inside;IDOTRR;1Fam;2Story;6;6;1952;1952;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;768.0;GasA;768;768;1536;1;1;4;1;7;0;Detchd;1952.0;1.0;308.0;216;80;0;0;0;;;0;5;2008;136000
1362;903454100;RM;60.0;6876;Pave;Inside;IDOTRR;1Fam;1.5Fin;6;6;1938;1958;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;1272.0;GasA;1272;0;1969;2;0;4;1;9;1;Detchd;1938.0;2.0;400.0;34;0;0;0;0;;;0;11;2008;141000
1363;903455030;RM;;10320;Pave;Inside;IDOTRR;1Fam;1.5Fin;5;6;1915;1978;Gable;CompShg;HdBoard;HdBoard;TA;BrkTil;880.0;GasA;880;428;1308;2;0;2;1;6;0;Detchd;1950.0;2.0;400.0;0;117;0;0;0;;;0;4;2008;120000
1364;903455140;RM;60.0;7200;Pave;Corner;IDOTRR;1Fam;1Story;6;7;1925;1992;Gable;CompShg;VinylSd;VinylSd;TA;CBlock;1040.0;GasA;1040;0;1040;1;0;2;1;5;0;Detchd;1993.0;2.0;320.0;132;0;0;0;0;;;0;7;2008;127500
1365;903456130;RM;62.0;7006;Pave;Inside;IDOTRR;1Fam;1.5Fin;6;6;1925;1950;Gable;CompShg;Stucco;Stucco;TA;PConc;768.0;GasA;788;448;1236;2;0;3;1;6;1;Detchd;1985.0;1.0;384.0;0;0;0;0;0;MnPrv;;0;8;2008;127000
1366;903458110;RM;;7920;Pave;Inside;IDOTRR;1Fam;1.5Fin;6;7;1920;1950;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;319.0;GasA;1035;371;1406;1;0;3;1;6;0;;;0.0;0.0;144;0;0;0;0;MnPrv;;0;3;2008;89500
1367;903475020;RM;49.0;8235;Pave;Inside;OldTown;1Fam;1Story;5;7;1955;1995;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;825.0;GasA;825;0;825;1;0;2;1;4;0;Detchd;1963.0;2.0;720.0;50;0;0;0;0;MnPrv;;0;6;2008;125000
1368;903476110;RM;60.0;5586;Pave;Inside;OldTown;1Fam;1.5Fin;6;7;1920;1998;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;901.0;GasA;1088;110;1198;1;0;4;1;7;0;;;0.0;0.0;98;0;0;0;0;MnPrv;;0;9;2008;79900
1369;903481010;RM;60.0;10320;Pave;Inside;IDOTRR;1Fam;1Story;5;8;1912;1991;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;451.0;GasA;759;0;759;1;0;1;1;5;0;Detchd;1997.0;2.0;576.0;0;0;0;0;0;;;0;8;2008;85000
1370;903481100;RM;60.0;10320;Pave;Inside;IDOTRR;2fmCon;2Story;3;3;1915;1950;Gable;CompShg;AsphShn;AsphShn;Fa;PConc;536.0;GasA;808;536;1344;2;0;3;2;8;0;;;0.0;0.0;0;204;0;0;0;;;0;5;2008;82375
1371;903484020;RM;60.0;10320;Pave;Inside;IDOTRR;1Fam;1.5Fin;6;7;1906;1995;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;756.0;GasA;756;713;1469;1;0;3;1;7;0;Detchd;1906.0;1.0;216.0;0;239;0;0;0;MnPrv;;0;6;2008;135000
1372;904100020;RL;82.0;9488;Pave;Inside;Sawyer;1Fam;1Story;5;6;1947;1993;Gable;CompShg;VinylSd;VinylSd;Gd;CBlock;1046.0;GasA;1054;0;1054;1;0;3;1;6;0;Detchd;1947.0;1.0;240.0;60;122;0;0;0;;;0;9;2008;124000
1373;904100040;RL;55.0;8250;Pave;Inside;Sawyer;1Fam;1Story;5;5;1968;1968;Hip;CompShg;HdBoard;HdBoard;TA;CBlock;952.0;GasA;1211;0;1211;1;0;3;1;5;1;Attchd;1968.0;1.0;322.0;63;0;0;0;0;;;0;8;2008;134000
1374;904100160;RL;115.0;21286;Pave;Inside;Sawyer;1Fam;1.5Fin;5;5;1948;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;720.0;GasA;720;551;1271;2;0;4;1;7;1;Attchd;1948.0;1.0;312.0;0;108;0;0;0;;;0;8;2008;135000
1375;904101170;RL;80.0;17120;Pave;Inside;ClearCr;1Fam;1.5Fin;4;4;1959;1959;Gable;CompShg;WdShing;Plywood;TA;CBlock;0.0;GasA;1120;468;1588;2;0;4;1;7;1;Detchd;1991.0;2.0;680.0;59;0;0;0;0;;;0;7;2008;134432
1376;904351280;RL;62.0;10106;Pave;Inside;Edwards;2fmCon;1.5Fin;5;7;1940;1999;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;644.0;GasA;808;547;1355;2;0;4;2;6;0;;;0.0;0.0;0;0;0;0;0;;;0;9;2008;127500
1377;905100020;RL;;11235;Pave;Corner;Sawyer;1Fam;SFoyer;5;6;1963;1963;Gable;CompShg;HdBoard;Wd Sdng;TA;CBlock;981.0;GasA;1075;0;1075;1;0;3;1;6;0;Detchd;1996.0;2.0;440.0;0;0;0;64;0;MnPrv;;0;5;2008;148000
1378;905102170;RL;70.0;11200;Pave;Inside;Sawyer;1Fam;1Story;5;5;1965;1965;Hip;CompShg;HdBoard;HdBoard;TA;CBlock;1040.0;GasA;1040;0;1040;1;0;3;1;5;0;Detchd;1965.0;1.0;384.0;0;0;0;0;0;;;0;2;2008;129500
1379;905103030;RL;80.0;13014;Pave;Inside;Sawyer;1Fam;SLvl;6;5;1978;1978;Gable;CompShg;HdBoard;Plywood;TA;CBlock;1008.0;GasA;1096;0;1096;1;0;3;1;6;1;Attchd;1978.0;2.0;484.0;0;0;0;0;0;;;0;12;2008;157500
1380;905104080;RL;;7162;Pave;Inside;Sawyer;1Fam;1Story;5;7;1966;1966;Gable;CompShg;HdBoard;HdBoard;TA;PConc;876.0;GasA;904;0;904;1;0;3;1;6;0;Attchd;1966.0;1.0;408.0;0;0;0;0;0;MnPrv;;0;12;2008;109900
1381;905104110;RL;68.0;10265;Pave;Inside;Sawyer;1Fam;1Story;5;7;1967;2005;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;992.0;GasA;992;0;992;1;0;3;1;6;0;Attchd;1967.0;1.0;294.0;0;0;0;0;0;MnPrv;Shed;600;7;2008;145000
1382;905104180;RL;57.0;9764;Pave;FR2;Sawyer;1Fam;1Story;5;7;1967;2003;Gable;CompShg;VinylSd;VinylSd;TA;CBlock;894.0;GasA;894;0;894;1;0;3;1;5;0;Attchd;1967.0;2.0;450.0;0;0;0;0;0;;;0;5;2008;130000
1383;905107280;RL;;7703;Pave;CulDSac;Sawyer;1Fam;SFoyer;6;8;1978;1978;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;450.0;GasA;1034;0;1034;1;0;3;1;6;1;Basment;1978.0;2.0;504.0;0;0;0;0;0;GdWo;;0;5;2008;153000
1384;905107380;RL;;9981;Pave;Corner;Sawyer;1Fam;1Story;5;5;1967;1967;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;1073.0;GasA;1073;0;1073;1;0;3;1;6;0;Attchd;1967.0;1.0;270.0;90;0;0;0;0;MnPrv;;0;3;2008;120000
1385;905108170;RL;;7400;Pave;CulDSac;Sawyer;1Fam;SFoyer;5;5;1984;1984;Gable;CompShg;VinylSd;VinylSd;TA;PConc;1060.0;GasA;1126;0;1126;1;0;2;1;5;0;Attchd;1984.0;2.0;506.0;0;0;0;0;0;;;0;3;2008;152000
1386;905200090;RL;60.0;12900;Pave;Inside;Sawyer;Duplex;SFoyer;4;4;1969;1969;Gable;CompShg;Plywood;Plywood;TA;CBlock;1198.0;GasA;1258;0;1258;0;2;0;2;6;0;CarPort;1969.0;2.0;400.0;0;0;0;0;0;;;0;1;2008;108959
1387;905200100;RL;60.0;12900;Pave;Inside;Sawyer;2fmCon;1Story;5;4;1920;1950;Gable;CompShg;BrkFace;Stucco;TA;PConc;1300.0;GasA;1140;0;1140;1;0;3;1;6;0;CarPort;1920.0;2.0;400.0;0;190;0;0;0;;;0;1;2008;95541
1388;905200160;RL;;9000;Pave;Inside;Sawyer;1Fam;1Story;5;3;1959;1959;Gable;CompShg;Wd Sdng;Plywood;TA;CBlock;1006.0;GasA;1006;0;1006;1;0;3;1;5;0;;;0.0;0.0;24;0;0;0;0;;;0;7;2008;80000
1389;905200510;RL;;8544;Pave;CulDSac;Sawyer;1Fam;1Story;5;6;1966;2006;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;1228.0;GasA;1228;0;1228;1;1;3;1;6;0;Attchd;1966.0;1.0;271.0;65;0;0;0;0;MnPrv;;0;6;2008;149350
1390;905201020;RL;94.0;9239;Pave;Inside;Sawyer;1Fam;1Story;5;8;1963;2003;Gable;CompShg;VinylSd;VinylSd;TA;CBlock;960.0;GasA;960;0;960;1;0;3;1;6;0;Attchd;1963.0;1.0;300.0;0;0;0;0;0;;;0;5;2008;144900
1391;905201110;RL;88.0;14175;Pave;Inside;Sawyer;1Fam;1Story;6;8;1956;1956;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;988.0;GasA;1188;0;1188;1;0;1;1;4;1;Attchd;1956.0;2.0;621.0;89;231;0;0;0;;;0;6;2008;185000
1392;905201120;RL;;13284;Pave;Inside;Sawyer;1Fam;1Story;5;5;1954;1954;Gable;CompShg;Wd Sdng;Plywood;TA;PConc;1383.0;GasA;1383;0;1383;1;0;3;1;6;1;Attchd;1954.0;1.0;354.0;116;0;0;0;0;GdPrv;;0;6;2008;165000
1393;905202230;RL;;13500;Pave;Inside;ClearCr;1Fam;1Story;6;7;1960;1975;Flat;CompShg;BrkFace;Plywood;TA;CBlock;1602.0;GasA;1252;0;1252;1;0;1;1;4;1;Attchd;1960.0;2.0;564.0;0;0;0;0;0;;;0;3;2008;235000
1394;905225040;RL;85.0;13825;Pave;Inside;Sawyer;1Fam;SLvl;5;6;1958;1987;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;533.0;GasA;1021;580;1601;1;0;3;1;6;0;BuiltIn;1958.0;1.0;300.0;34;0;0;0;0;;;0;12;2008;140000
1395;905226030;RL;60.0;10200;Pave;Inside;Sawyer;1Fam;1Story;5;8;1940;1997;Gable;CompShg;Wd Sdng;Wd Sdng;TA;PConc;672.0;GasA;672;0;672;1;0;2;1;4;0;Detchd;1940.0;1.0;240.0;0;0;0;0;0;GdPrv;;0;8;2008;108000
1396;905226110;RL;;10532;Pave;Corner;ClearCr;1Fam;1Story;5;3;1960;1960;Flat;Tar&Grv;Plywood;Plywood;TA;CBlock;988.0;GasA;1721;0;1721;2;0;3;1;7;2;Basment;1960.0;2.0;626.0;84;0;0;0;0;;;0;12;2008;145000
1397;905227050;RL;63.0;8375;Pave;Corner;Sawyer;1Fam;1.5Fin;5;7;1941;1973;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;576.0;GasA;864;486;1350;1;1;2;1;6;0;2Types;1973.0;3.0;627.0;0;0;0;0;0;MnPrv;;0;6;2008;152400
1398;905300020;RL;;10200;Pave;Inside;Sawyer;1Fam;SLvl;5;8;1970;1970;Hip;CompShg;HdBoard;HdBoard;TA;PConc;864.0;GasA;904;0;904;1;0;3;1;5;0;2Types;1979.0;3.0;912.0;0;0;0;0;0;MnPrv;;0;6;2008;144000
1399;905351089;RL;;2887;Pave;Inside;ClearCr;1Fam;1Story;6;5;1996;1997;Gable;CompShg;Wd Sdng;Wd Sdng;TA;PConc;1291.0;GasA;1291;0;1291;1;0;2;1;6;1;Attchd;1996.0;2.0;431.0;0;0;0;0;0;;;0;11;2008;173000
1400;905352030;RL;83.0;10005;Pave;Inside;ClearCr;1Fam;2Story;7;5;1977;1977;Hip;CompShg;Plywood;Plywood;TA;CBlock;1160.0;GasA;1156;866;2022;2;1;4;1;8;1;Attchd;1977.0;2.0;505.0;117;0;0;0;0;;;0;3;2008;192000
1401;905352070;RL;82.0;20270;Pave;CulDSac;ClearCr;1Fam;1Story;7;6;1979;1979;Gable;CompShg;Plywood;Plywood;TA;CBlock;1524.0;GasA;1524;0;1524;2;0;3;1;7;2;Attchd;1979.0;2.0;478.0;0;0;0;0;0;;;0;4;2008;245000
1402;905401045;RL;73.0;39104;Pave;CulDSac;ClearCr;1Fam;1Story;7;7;1954;2005;Flat;Membran;Plywood;Plywood;TA;CBlock;1385.0;GasA;1363;0;1363;1;0;2;1;5;2;Attchd;1954.0;2.0;439.0;0;0;0;0;0;;;0;4;2008;241500
1403;905401060;RL;;53227;Pave;CulDSac;ClearCr;1Fam;1Story;4;6;1954;1994;Flat;Tar&Grv;Plywood;Plywood;TA;CBlock;1364.0;GasA;1663;0;1663;1;0;2;1;6;2;Attchd;1954.0;2.0;529.0;137;0;0;0;0;;;0;3;2008;256000
1404;905402090;RL;124.0;11512;Pave;Corner;Edwards;1Fam;SLvl;6;7;1959;2006;Gable;CompShg;Plywood;Plywood;TA;CBlock;1019.0;GasA;1357;0;1357;1;0;2;1;5;1;Basment;1959.0;1.0;312.0;0;0;0;163;0;GdPrv;;0;5;2008;177000
1405;905403060;RL;50.0;5190;Pave;Inside;Edwards;1Fam;1.5Fin;7;5;1948;1950;Gable;CompShg;BrkFace;Plywood;TA;CBlock;570.0;GasA;617;462;1079;1;0;2;1;5;1;Attchd;1948.0;1.0;249.0;0;0;0;0;0;;;0;1;2008;125600
1406;905403150;RL;85.0;10452;Pave;Inside;Edwards;1Fam;1Story;6;5;1953;1953;Hip;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;1094.0;GasA;1094;0;1094;1;0;3;1;5;2;Attchd;1953.0;2.0;495.0;0;0;0;287;0;;;0;6;2008;155000
